planet_name,planet_orbit,distance
Kepler-1789 b,80.23190308,611.461
Kepler-179 b,2.735926,605.68
Kepler-179 c,6.40013,605.68
Kepler-1790 b,31.58889961,1070.17
Kepler-1791 b,7.72086,602.218
Kepler-1792 b,4.1957798,601.029
Kepler-1793 b,8.77999973,1189.88
Kepler-1794 b,9.76298046,561.229
Kepler-1795 b,13.36019993,
Kepler-1796 b,29.4557991,825.883
Kepler-1797 b,23.3593998,1338.49
Kepler-1798 b,16.85589981,395.196
Kepler-1799 b,11.9296999,2254.69
Kepler-18 b,3.504725,433.047
Kepler-18 c,7.64159,433.047
Kepler-18 d,14.85888,433.047
Kepler-180 b,13.817124,695.65
Kepler-180 c,41.885775,695.65
Kepler-1800 b,4.56202984,350.455
Kepler-1801 b,10.44089985,839.332
Kepler-1801 c,116.583183,839.332
Kepler-1802 b,15.45020008,636.694
Kepler-1802 c,33.13610077,636.694
Kepler-1804 b,12.28849983,434.456
Kepler-1805 b,8.84794044,221.639
Kepler-1806 b,9.03332043,978.066
Kepler-1807 b,10.86060047,1299.32
Kepler-1808 b,23.3404007,1022.01
Kepler-1809 b,3.7572999,409.602
Kepler-181 b,3.137873,609.283
Kepler-181 c,4.302149,609.283
Kepler-1810 b,101.1330032,1009.87
Kepler-1811 b,76.42230225,1390.56
Kepler-1812 b,7.16521978,1409.19
Kepler-1813 b,2.81816006,
Kepler-1814 b,2.93535996,726.346
Kepler-1814 c,0.62628177,726.346
Kepler-1815 b,12.19139957,1006.63
Kepler-1816 b,91.50099945,437.823
Kepler-1817 b,44.29919815,748.569
Kepler-1818 b,4.64490986,1034.59
Kepler-1819 b,16.48690033,1363.19
Kepler-182 b,9.825792,1549.09
Kepler-182 c,20.684342,1549.09
Kepler-1820 b,31.03249931,1425.39
Kepler-1821 b,16.45809937,799.699
Kepler-1822 b,22.13339996,897.597
Kepler-1823 b,21.10339928,724.971
Kepler-1824 b,95.61100006,1040.1
Kepler-1825 b,1.02586997,430.254
Kepler-1826 b,1.61536002,336.952
Kepler-1827 b,3.70061994,686.461
Kepler-1828 b,10.2737999,871.81
Kepler-1829 b,5.18671989,679.921
Kepler-183 b,5.687945,1050.64
Kepler-183 c,11.637071,1050.64
Kepler-1830 b,56.49330139,1056.88
Kepler-1831 b,5.78387022,1053.49
Kepler-1832 b,3.13878989,486.174
Kepler-1833 b,6.8921299,591.602
Kepler-1834 b,4.60301018,500.395
Kepler-1834 c,0.76669152,500.395
Kepler-1835 b,11.96409988,1404.38
Kepler-1836 b,5.25416994,1472.62
Kepler-1837 b,5.90608978,1229.18
Kepler-1838 b,12.14680004,451.242
Kepler-1839 b,5.05675983,1136.6
Kepler-184 b,10.687576,610.326
Kepler-184 c,20.303005,610.326
Kepler-184 d,29.022358,610.326
Kepler-1840 b,131.1900024,513.107
Kepler-1841 b,25.88599968,631.7
Kepler-1842 b,14.02639961,923.551
Kepler-1843 b,25.54339981,784.625
Kepler-1844 b,3.92451,1804.36
Kepler-1845 b,11.60649967,710.724
Kepler-1846 b,14.82009983,374.615
Kepler-1847 b,11.12969971,1693.86
Kepler-1848 b,5.60402012,309.696
Kepler-1849 b,57.29290009,631.884
Kepler-185 b,1.6329,466.735
Kepler-185 c,20.729042,466.735
Kepler-1850 b,1.3858,250.199
Kepler-1851 b,12.02289963,1589.81
Kepler-1852 b,7.97094011,772.481
Kepler-1853 b,48.88819885,562.348
Kepler-1854 b,39.83110046,423.348
Kepler-1855 b,0.72733098,
Kepler-1856 b,1.30200005,848.76
Kepler-1857 b,8.94340992,853.275
Kepler-1858 b,88.07160187,833.055
Kepler-1859 b,2.72959995,1331.25
Kepler-1859 c,3.59645081,1331.25
Kepler-186 b,3.8867907,177.594
Kepler-186 c,7.267302,177.594
Kepler-186 d,13.342996,177.594
Kepler-186 e,22.407704,177.594
Kepler-186 f,129.9441,177.594
Kepler-1860 b,12.73719978,438.703
Kepler-1861 b,40.0306015,829.985
Kepler-1862 b,16.05730057,1232.19
Kepler-1863 b,44.99760056,865.546
Kepler-1864 b,3.88151002,298.894
Kepler-1865 b,2.52400994,922.255
Kepler-1866 b,11.66009998,976.737
Kepler-1867 b,9.88735962,680.583
Kepler-1868 b,211.0339966,274.18
Kepler-1869 b,8.16736031,113.025
Kepler-1869 c,1.7168283,113.025
Kepler-187 b,4.938864,1143
Kepler-187 c,10.640263,1143
Kepler-1870 b,3.60694003,407.216
Kepler-1871 b,1.95270002,854.623
Kepler-1872 b,3.82591009,840.182
Kepler-1873 b,0.558842,820.957
Kepler-1874 b,56.57320023,408.007
Kepler-1875 b,34.45859909,1660.45
Kepler-1876 b,6.99205,259.935
Kepler-1877 b,2.37756991,285.312
Kepler-1878 b,4.44587994,1494.3
Kepler-1879 b,10.61340046,627.171
Kepler-188 b,2.061897,968.544
Kepler-188 c,5.996553,968.544
Kepler-1880 b,6.30921984,611.041
Kepler-1881 b,159.3939972,1057.21
Kepler-1882 b,13.78730011,443.371
Kepler-1883 b,103.427002,1377.61
Kepler-1884 b,8.98832035,1443.09
Kepler-1885 b,2.52255988,818.482
Kepler-1886 b,24.2758007,1059.51
Kepler-1887 b,19.94750023,1366.18
Kepler-1888 b,11.39169979,402.947
Kepler-1889 b,37.30369949,1395.13
Kepler-189 b,10.399931,591.534
Kepler-189 c,20.134866,591.534
Kepler-1890 b,4.82059002,529.596
Kepler-1891 b,4.02229023,596.24
Kepler-1892 b,6.33123016,851.595
Kepler-1893 b,4.17936993,1050.72
Kepler-1894 b,2.76266003,935.191
Kepler-1894 c,5.05368985,935.191
Kepler-1895 b,6.07029009,984.187
Kepler-1896 b,44.87020111,1732.91
Kepler-1897 b,24.22030067,983.174
Kepler-1898 b,4.76562023,360.921
Kepler-1899 b,4.0957799,711.509
Kepler-19 b,9.28699,218.562
Kepler-19 c,28.731,218.562
Kepler-19 d,62.95,218.562
Kepler-190 b,2.019999,433.387
Kepler-190 c,3.763024,433.387
Kepler-1900 b,2.9862299,1540.43
Kepler-1901 b,3.48412991,1028.37
Kepler-1902 b,3.82222009,344.337
Kepler-1903 b,17.0678997,1775.44
Kepler-1904 b,4.57702017,270.854
Kepler-1905 b,3.42392993,1051.53
Kepler-1906 b,7.36268997,1360.63
Kepler-1907 b,5.65245009,292.111
Kepler-1907 c,14.86390018,292.111
Kepler-1909 b,2.39160991,763.662
Kepler-191 b,9.939632,594.464
Kepler-191 c,17.738506,594.464
Kepler-191 d,5.94504102,594.464
Kepler-1910 b,5.68876982,
Kepler-1911 b,5.9907999,269.912
Kepler-1912 b,6.05921984,297.017
Kepler-1913 b,14.1960001,876.3
Kepler-1914 b,30.82789993,1621.56
Kepler-1915 b,13.83539963,1514.66
Kepler-1916 b,31.25429916,2055.82
Kepler-1917 b,12.90240002,909.037
Kepler-1918 b,47.0564003,1030.11
Kepler-1919 b,37.88660049,1177.53
Kepler-192 b,9.926746,651.674
Kepler-192 c,21.2234,651.674
Kepler-192 d,6.47027579,651.674
Kepler-1920 b,30.2541008,885.913
Kepler-1921 b,20.03479958,928.989
Kepler-1921 c,3.15722086,928.989
Kepler-1922 b,13.22259998,1344.29
Kepler-1923 b,52.60969925,990.838
Kepler-1924 b,15.33170033,1910.77
Kepler-1925 b,46.71640015,1771.31
Kepler-1926 b,42.87770081,667.405
Kepler-1927 b,73.75039673,1091
Kepler-1928 b,19.57783,326.362
Kepler-1929 b,59.36249924,508.201
Kepler-193 b,11.38848,1009.1
Kepler-193 c,50.697494,1009.1
Kepler-1930 b,13.02680016,275.694
Kepler-1931 b,38.5760994,620.091
Kepler-1932 b,0.52417702,713.733
Kepler-1933 b,4.94329023,328.007
Kepler-1934 b,1.41975999,428.514
Kepler-1935 b,3.95140004,904.702
Kepler-1936 b,126.5569992,871.096
Kepler-1937 b,9.68859959,905.069
Kepler-1938 b,13.06260014,421.152
Kepler-1939 b,2.7906599,189.833
Kepler-194 b,2.092281,1097.97
Kepler-194 c,17.308032,1097.97
Kepler-194 d,52.814973,1097.97
Kepler-1940 b,4.95061016,798.595
Kepler-1941 b,31.33510017,1494.39
Kepler-1942 b,4.62604999,842.492
Kepler-1943 b,4.85018015,1004.55
Kepler-1944 b,9.84257984,1076.48
Kepler-1945 b,6.08003998,
Kepler-1946 b,3.03519011,1002.12
Kepler-1947 b,6.9636302,468.771
Kepler-1948 b,15.57129955,193.903
Kepler-1949 b,2.20828009,2617.35
Kepler-195 b,8.307872,652.051
Kepler-195 c,34.096863,652.051
Kepler-1950 b,10.77690029,697.253
Kepler-1951 b,20.65780067,1277.32
Kepler-1952 b,27.21080017,852.062
Kepler-1953 b,6.24565983,605.631
Kepler-1954 b,5.88343,1373.83
Kepler-1955 b,14.26519966,449.351
Kepler-1956 b,5.94371986,360.468
Kepler-1957 b,2.18662,460.899
Kepler-1958 b,9.32861996,1320.38
Kepler-1959 b,6.38669014,479.263
Kepler-196 b,20.739886,451.312
Kepler-196 c,47.427737,451.312
Kepler-196 d,122.0800018,451.312
Kepler-1960 b,2.29794002,1527.56
Kepler-1961 b,5.6047101,1042.45
Kepler-1962 b,7.99145985,866.826
Kepler-1963 b,1.96226001,492.847
Kepler-1964 b,2.44082999,
Kepler-1965 b,41.86869812,521.791
Kepler-1966 b,8.61742973,484.601
Kepler-1967 b,7.28169012,249.102
Kepler-1968 b,7.2810998,750.93
Kepler-1969 b,6.64752007,1204.54
Kepler-197 b,5.599308,330.575
Kepler-197 c,10.349695,330.575
Kepler-197 d,15.677563,330.575
Kepler-197 e,25.209715,330.575
Kepler-1972 b,7.54425,287.339
Kepler-1972 c,11.3295,287.339
Kepler-1976 b,4.95931924,1314.51
Kepler-1977 b,4.53702121,592.711
Kepler-1978 b,10.84969477,865.512
Kepler-1979 b,18.5084526,1076.27
Kepler-198 b,17.790037,495.358
Kepler-198 c,49.567416,495.358
Kepler-198 d,1.31184443,495.358
Kepler-1980 b,33.0257179,1709.4
Kepler-1981 b,453.54212,659.395
Kepler-1982 b,3.82315697,558.855
Kepler-1983 b,7.32851947,424.428
Kepler-1984 b,1.99281234,
Kepler-1985 b,3.42064689,
Kepler-1986 b,19.5489666,912.085
Kepler-1987 b,2.345863,595.683
Kepler-1987 c,3.64830183,595.683
Kepler-1987 d,5.64491415,595.683
Kepler-1987 e,8.74292005,595.683
Kepler-1988 b,11.49500229,513.426
Kepler-1989 b,10.16102353,1252.13
Kepler-199 b,23.637604,521.054
Kepler-199 c,67.093408,521.054
Kepler-1990 b,1.73513619,392.739
Kepler-1990 c,4.06844957,392.739
Kepler-1991 b,13.26079792,855.82
Kepler-1991 c,22.79020351,855.82
Kepler-1992 b,15.6112238,532.955
Kepler-1993 b,26.6565737,1031.91
Kepler-1994 b,4.61225043,241.991
Kepler-1995 b,73.7578875,595.331
Kepler-1996 b,32.376183,440.561
Kepler-1996 c,92.7297248,440.561
Kepler-1997 b,26.7575866,1502.34
Kepler-1998 b,3.03267135,340.965
Kepler-1999 b,8.7396758,701.255
Kepler-20 b,3.6961049,282.563
Kepler-20 c,10.8540774,282.563
Kepler-20 d,77.611455,282.563
Kepler-20 e,6.0984882,282.563
Kepler-20 f,19.578328,282.563
Kepler-20 g,34.94,282.563
Kepler-200 b,8.594805,665.912
Kepler-200 c,10.222157,665.912
Kepler-2000 b,6.38315913,320.588
Kepler-2000 c,20.6180348,320.588
Kepler-2001 b,1.090011,776.55
Kepler-2001 c,14.09258319,776.55
Kepler-201 b,25.672083,636.445
Kepler-201 c,151.884058,636.445
Kepler-202 b,4.069427,285.111
Kepler-202 c,16.282493,285.111
Kepler-203 b,3.162697,703.302
Kepler-203 c,5.370647,703.302
Kepler-203 d,11.32972,703.302
Kepler-204 b,14.400974,686.723
Kepler-204 c,25.660593,686.723
Kepler-205 b,2.75564,159.72
Kepler-205 c,20.306546,159.72
Kepler-206 b,7.781987,594.447
Kepler-206 c,13.137471,594.447
Kepler-206 d,23.44281,594.447
Kepler-207 b,1.611865,875.519
Kepler-207 c,3.071571,875.519
Kepler-207 d,5.868075,875.519
Kepler-208 b,4.22864,775.328
Kepler-208 c,7.466623,775.328
Kepler-208 d,11.131786,775.328
Kepler-208 e,16.259458,775.328
Kepler-209 b,16.087845,576.946
Kepler-209 c,41.749882,576.946
Kepler-21 b,2.7858212,108.522
Kepler-210 b,2.453234,232.75
Kepler-210 c,7.972513,232.75
Kepler-211 b,4.138575,309.353
Kepler-211 c,6.04045,309.353
Kepler-212 b,16.257582,687.194
Kepler-212 c,31.805174,687.194
Kepler-213 b,2.46236,634.939
Kepler-213 c,4.822962,634.939
Kepler-214 b,15.660544,1208.44
Kepler-214 c,28.7798,1208.44
Kepler-215 b,9.360672,485.997
Kepler-215 c,14.667108,485.997
Kepler-215 d,30.864423,485.997
Kepler-215 e,68.16101,485.997
Kepler-216 b,7.693641,1187.47
Kepler-216 c,17.406669,1187.47
Kepler-217 b,5.374943,1104.64
Kepler-217 c,8.586004,1104.64
Kepler-217 d,3.88689525,1104.64
Kepler-218 b,3.619337,656.38
Kepler-218 c,44.699576,656.38
Kepler-218 d,124.5244647,656.38
Kepler-219 b,4.585512,787.07
Kepler-219 c,22.714613,787.07
Kepler-219 d,47.903645,787.07
Kepler-22 b,289.863876,194.642
Kepler-220 b,4.159807,171.109
Kepler-220 c,9.034199,171.109
Kepler-220 d,28.122397,171.109
Kepler-220 e,45.902733,171.109
Kepler-221 b,2.795906,385.231
Kepler-221 c,5.690586,385.231
Kepler-221 d,10.04156,385.231
Kepler-221 e,18.369917,385.231
Kepler-222 b,3.936981,758.854
Kepler-222 c,10.08881,758.854
Kepler-222 d,28.081912,758.854
Kepler-223 b,7.38449,1859.71
Kepler-223 c,9.84564,1859.71
Kepler-223 d,14.78869,1859.71
Kepler-223 e,19.72567,1859.71
Kepler-224 b,3.132924,782.088
Kepler-224 c,5.925003,782.088
Kepler-224 d,11.349393,782.088
Kepler-224 e,18.643577,782.088
Kepler-225 b,6.738975,561.101
Kepler-225 c,18.794234,561.101
Kepler-226 b,3.940997,980.138
Kepler-226 c,5.349555,980.138
Kepler-226 d,8.109044,980.138
Kepler-227 b,9.488015,1083.06
Kepler-227 c,54.418694,1083.06
Kepler-228 b,2.566546,1644.61
Kepler-228 c,4.134444,1644.61
Kepler-228 d,11.094286,1644.61
Kepler-229 b,6.252972,826.265
Kepler-229 c,16.068638,826.265
Kepler-229 d,41.194912,826.265
Kepler-23 b,7.1,835.756
Kepler-23 c,10.74,835.756
Kepler-23 d,15.27,835.756
Kepler-230 b,32.625555,740.754
Kepler-230 c,91.773242,740.754
Kepler-231 b,10.065275,316.618
Kepler-231 c,19.271566,316.618
Kepler-232 b,4.431222,1349.13
Kepler-232 c,11.379349,1349.13
Kepler-233 b,8.472382,856.417
Kepler-233 c,60.418955,856.417
Kepler-234 b,2.711506,1733.1
Kepler-234 c,7.21205,1733.1
Kepler-235 b,3.340222,428.018
Kepler-235 c,7.824904,428.018
Kepler-235 d,20.060548,428.018
Kepler-235 e,46.183669,428.018
Kepler-236 b,8.295611,288.763
Kepler-236 c,23.968127,288.763
Kepler-237 b,4.715106,657.822
Kepler-237 c,8.103636,657.822
Kepler-238 b,2.090876,1798.75
Kepler-238 c,6.155557,1798.75
Kepler-238 d,13.233549,1798.75
Kepler-238 e,23.654,1798.75
Kepler-238 f,50.447,1798.75
Kepler-239 b,11.763051,648.109
Kepler-239 c,56.228098,648.109
Kepler-24 b,8.14,1156.81
Kepler-24 c,12.33,1156.81
Kepler-24 d,4.244384,1156.81
Kepler-24 e,18.998355,1156.81
Kepler-240 b,4.144495,746.927
Kepler-240 c,7.953528,746.927
Kepler-241 b,12.718092,512
Kepler-241 c,36.065978,512
Kepler-242 b,8.20395,600.241
Kepler-242 c,14.496481,600.241
Kepler-243 b,5.715442,693.86
Kepler-243 c,20.026218,693.86
Kepler-244 b,4.311792,1036.49
Kepler-244 c,9.767292,1036.49
Kepler-244 d,20.050401,1036.49
Kepler-245 b,7.49019,861.527
Kepler-245 c,17.460812,861.527
Kepler-245 d,36.277108,861.527
Kepler-245 e,3.21982106,861.527
Kepler-246 b,4.60182,626.078
Kepler-246 c,11.187161,626.078
Kepler-247 b,3.33616,663.711
Kepler-247 c,9.439452,663.711
Kepler-247 d,20.477912,663.711
Kepler-248 b,6.308205,738.792
Kepler-248 c,16.239494,738.792
Kepler-249 b,3.306539,190.401
Kepler-249 c,7.113702,190.401
Kepler-249 d,15.368459,190.401
Kepler-25 b,6.238297,243.249
Kepler-25 c,12.7207,243.249
Kepler-25 d,122.4,243.249
Kepler-250 b,4.148141,760.585
Kepler-250 c,7.156804,760.585
Kepler-250 d,17.648312,760.585
Kepler-251 b,4.790936,924.625
Kepler-251 c,16.514043,924.625
Kepler-251 d,30.133001,924.625
Kepler-251 e,99.640161,924.625
Kepler-252 b,6.668391,379.424
Kepler-252 c,10.848463,379.424
Kepler-253 b,3.783986,838.595
Kepler-253 c,10.281951,838.595
Kepler-253 d,18.119869,838.595
Kepler-254 b,5.826662,1389.48
Kepler-254 c,12.412183,1389.48
Kepler-254 d,18.746477,1389.48
Kepler-255 b,5.714606,1052.53
Kepler-255 c,9.946047,1052.53
Kepler-255 d,1.04562266,1052.53
Kepler-256 b,1.620493,1026.43
Kepler-256 c,3.38802,1026.43
Kepler-256 d,5.839172,1026.43
Kepler-256 e,10.681572,1026.43
Kepler-257 b,2.382667,780.256
Kepler-257 c,6.581484,780.256
Kepler-257 d,24.664551,780.256
Kepler-258 b,13.19722,575.988
Kepler-258 c,33.653079,575.988
Kepler-259 b,8.115317,1002.14
Kepler-259 c,36.924931,1002.14
Kepler-26 b,12.28,335.307
Kepler-26 c,17.2559,335.307
Kepler-26 d,3.543919,335.307
Kepler-26 e,46.827915,335.307
Kepler-260 b,8.187399,627.365
Kepler-260 c,76.050178,627.365
Kepler-261 b,10.381227,317.499
Kepler-261 c,24.570858,317.499
Kepler-262 b,13.060855,613.129
Kepler-262 c,21.853722,613.129
Kepler-263 b,16.568087,754.747
Kepler-263 c,47.332773,754.747
Kepler-264 b,40.806231,942.173
Kepler-264 c,140.101261,942.173
Kepler-265 b,6.846262,1280.25
Kepler-265 c,17.028937,1280.25
Kepler-265 d,43.130617,1280.25
Kepler-265 e,67.831024,1280.25
Kepler-266 b,6.61833,1370.79
Kepler-266 c,107.723601,1370.79
Kepler-267 b,3.353728,264.993
Kepler-267 c,6.87745,264.993
Kepler-267 d,28.464515,264.993
Kepler-268 b,25.934138,851.87
Kepler-268 c,83.446393,851.87
Kepler-269 b,5.326718,2257.32
Kepler-269 c,8.127899,2257.32
Kepler-27 b,15.3348,1044.36
Kepler-27 c,31.3309,1044.36
Kepler-27 d,6.54628992,1044.36
Kepler-270 b,11.476094,948.781
Kepler-270 c,25.262887,948.781
Kepler-271 b,10.43547805,404.542
Kepler-271 c,7.41086267,404.542
Kepler-271 d,5.24972541,404.542
Kepler-272 b,2.971353,889.608
Kepler-272 c,6.057342,889.608
Kepler-272 d,10.937304,889.608
Kepler-273 b,2.936532,713.964
Kepler-273 c,8.014927,713.964
Kepler-274 b,11.634788,1333.62
Kepler-274 c,33.197861,1333.62
Kepler-275 b,10.300682,2034.25
Kepler-275 c,16.088134,2034.25
Kepler-275 d,35.676062,2034.25
Kepler-276 b,14.12841,1144.86
Kepler-276 c,31.884,1144.86
Kepler-276 d,48.648,1144.86
Kepler-277 b,17.324,976.643
Kepler-277 c,33.006,976.643
Kepler-278 b,30.160546,443.03
Kepler-278 c,51.078775,443.03
Kepler-279 b,12.309681,1037.4
Kepler-279 c,35.736,1037.4
Kepler-279 d,54.414,1037.4
Kepler-28 b,5.91,438.359
Kepler-28 c,8.99,438.359
Kepler-280 b,2.139542,780.361
Kepler-280 c,4.807091,780.361
Kepler-281 b,14.646008,1745.45
Kepler-281 c,36.337373,1745.45
Kepler-281 d,148.2720032,1745.45
Kepler-282 b,9.220524,1337.61
Kepler-282 c,13.638723,1337.61
Kepler-282 d,24.806,1337.61
Kepler-282 e,44.347,1337.61
Kepler-283 b,11.008151,468.094
Kepler-283 c,92.743711,468.094
Kepler-284 b,12.699149,1031.95
Kepler-284 c,37.514456,1031.95
Kepler-285 b,2.633867,824.31
Kepler-285 c,6.186676,824.31
Kepler-286 b,1.796302,1226.85
Kepler-286 c,3.468095,1226.85
Kepler-286 d,5.914323,1226.85
Kepler-286 e,29.221289,1226.85
Kepler-287 b,20.342199,835.86
Kepler-287 c,44.851896,835.86
Kepler-288 b,6.097326,1194.15
Kepler-288 c,19.305772,1194.15
Kepler-288 d,56.633742,1194.15
Kepler-289 b,34.5383,704.438
Kepler-289 c,125.8723,704.438
Kepler-289 d,66.0282,704.438
Kepler-29 b,10.33974,832.532
Kepler-29 c,13.28613,832.532
Kepler-290 b,14.589347,694.627
Kepler-290 c,36.77031,694.627
Kepler-290 d,0.76401755,694.627
Kepler-291 b,3.546511,1786.48
Kepler-291 c,5.700786,1786.48
Kepler-292 b,2.580827,1056.48
Kepler-292 c,3.715335,1056.48
Kepler-292 d,7.055679,1056.48
Kepler-292 e,11.97901,1056.48
Kepler-292 f,20.834237,1056.48
Kepler-293 b,19.254196,974.633
Kepler-293 c,54.155743,974.633
Kepler-294 b,3.701212,1357.01
Kepler-294 c,6.6264,1357.01
Kepler-295 b,12.645164,1699.19
Kepler-295 c,21.526258,1699.19
Kepler-295 d,33.884054,1699.19
Kepler-296 b,10.864384,167
Kepler-296 c,5.8416366,167
Kepler-296 d,19.850291,167
Kepler-296 e,34.14211,167
Kepler-296 f,63.33627,167
Kepler-297 b,38.871826,692.14
Kepler-297 c,74.920137,692.14
Kepler-297 d,150.0189511,692.14
Kepler-298 b,10.475464,518.204
Kepler-298 c,22.92881,518.204
Kepler-298 d,77.473633,518.204
Kepler-299 b,2.927128,1052.24
Kepler-299 c,6.885875,1052.24
Kepler-299 d,15.054786,1052.24
Kepler-299 e,38.285489,1052.24
Kepler-30 b,29.33434,914.221
Kepler-30 c,60.323105,914.221
Kepler-30 d,143.34394,914.221
Kepler-300 b,10.446347,1098.45
Kepler-300 c,40.714955,1098.45
Kepler-301 b,2.508553,719.166
Kepler-301 c,5.419026,719.166
Kepler-301 d,13.751243,719.166
Kepler-302 b,30.184104,1402.58
Kepler-302 c,127.282184,1402.58
Kepler-303 b,1.937055,209.738
Kepler-303 c,7.061149,209.738
Kepler-304 b,3.295709,434.684
Kepler-304 c,5.315946,434.684
Kepler-304 d,9.653471,434.684
Kepler-304 e,1.49914695,434.684
Kepler-305 b,5.487,868.477
Kepler-305 c,8.291,868.477
Kepler-305 d,16.74,868.477
Kepler-305 e,3.20538,868.477
Kepler-306 b,4.646186,775.679
Kepler-306 c,7.240193,775.679
Kepler-306 d,17.326644,775.679
Kepler-306 e,44.840975,775.679
Kepler-307 b,10.4208,575.581
Kepler-307 c,13.0729,575.581
Kepler-308 b,9.694928,1335.92
Kepler-308 c,15.38231,1335.92
Kepler-309 b,5.923653,544.568
Kepler-309 c,105.356383,544.568
Kepler-31 b,20.8613,1664.64
Kepler-31 c,42.6318,1664.64
Kepler-31 d,87.6451,1664.64
Kepler-310 b,13.930698,602.268
Kepler-310 c,56.47542,602.268
Kepler-310 d,92.876125,602.268
Kepler-311 b,9.176092,778.654
Kepler-311 c,19.738286,778.654
Kepler-311 d,232.040326,778.654
Kepler-312 b,1.772419,797.72
Kepler-312 c,19.747412,797.72
Kepler-313 b,14.970418,1079.395249
Kepler-313 c,32.273273,1079.395249
Kepler-314 b,2.461069,268.881
Kepler-314 c,5.960392,268.881
Kepler-315 b,96.101141,1160.63
Kepler-315 c,265.469335,1160.63
Kepler-316 b,2.240508,384.938
Kepler-316 c,6.827766,384.938
Kepler-317 b,5.524242,940.584
Kepler-317 c,8.77501,940.584
Kepler-318 b,4.662715,489.141
Kepler-318 c,11.815007,489.141
Kepler-319 b,4.362705,503.436
Kepler-319 c,6.941357,503.436
Kepler-319 d,31.781925,503.436
Kepler-32 b,5.90124,323.847
Kepler-32 c,8.7522,323.847
Kepler-32 d,22.7802,323.847
Kepler-32 e,2.896,323.847
Kepler-32 f,0.74296,323.847
Kepler-320 b,8.371554,826.613
Kepler-320 c,17.934937,826.613
Kepler-321 b,4.915379,384.542
Kepler-321 c,13.093921,384.542
Kepler-322 b,1.653888,400.48
Kepler-322 c,4.337234,400.48
Kepler-323 b,1.678328,454.883
Kepler-323 c,3.5538229,454.883
Kepler-324 b,4.385315,501.574
Kepler-324 c,51.805612,501.574
Kepler-324 e,13.97939968,501.574
Kepler-325 b,4.544439,823.242
Kepler-325 c,12.762172,823.242
Kepler-325 d,38.715185,823.242
Kepler-326 b,2.248329,487.675
Kepler-326 c,4.580358,487.675
Kepler-326 d,6.766888,487.675
Kepler-327 b,2.549575,241.987
Kepler-327 c,5.212333,241.987
Kepler-327 d,13.969457,241.987
Kepler-328 b,34.921,2213.19
Kepler-328 c,71.312,2213.19
Kepler-329 b,7.416397,439.719
Kepler-329 c,18.684737,439.719
Kepler-33 b,5.66793,1209.16
Kepler-33 c,13.17562,1209.16
Kepler-33 d,21.77596,1209.16
Kepler-33 e,31.7844,1209.16
Kepler-33 f,41.02902,1209.16
Kepler-330 b,8.25978,717.527
Kepler-330 c,15.955387,717.527
Kepler-331 b,8.457496,580.119
Kepler-331 c,17.28111,580.119
Kepler-331 d,32.134328,580.119
Kepler-332 b,7.626324,344.19
Kepler-332 c,15.995622,344.19
Kepler-332 d,34.21154,344.19
Kepler-333 b,12.551158,324.413
Kepler-333 c,24.08821,324.413
Kepler-334 b,5.470319,426.59
Kepler-334 c,12.758005,426.59
Kepler-334 d,25.09849,426.59
Kepler-335 b,6.562331,1278.97
Kepler-335 c,67.844469,1278.97
Kepler-336 b,2.024823,768.86
Kepler-336 c,9.600001,768.86
Kepler-336 d,20.678772,768.86
Kepler-337 b,3.292781,677.975
Kepler-337 c,9.693201,677.975
Kepler-338 b,13.726976,552.798
Kepler-338 c,24.310856,552.798
Kepler-338 d,44.431014,552.798
Kepler-338 e,9.341,552.798
Kepler-339 b,4.977656,616.637
Kepler-339 c,6.988055,616.637
Kepler-339 d,10.558345,616.637
Kepler-34 b,288.822,1800.82
Kepler-340 b,14.844387,808.762
Kepler-340 c,22.824669,808.762
Kepler-341 b,5.195528,1047.03
Kepler-341 c,8.01041,1047.03
Kepler-341 d,27.666313,1047.03
Kepler-341 e,42.473269,1047.03
Kepler-342 b,15.170318,781.611
Kepler-342 c,26.234138,781.611
Kepler-342 d,39.459357,781.611
Kepler-342 e,1.64422461,781.611
Kepler-343 b,8.96855,927.193
Kepler-343 c,23.22182,927.193
Kepler-344 b,21.963945,1002.94
Kepler-344 c,125.596809,1002.94
Kepler-345 b,7.415563,260
Kepler-345 c,9.387427,260
Kepler-346 b,6.511127,984.105
Kepler-346 c,23.851549,984.105
Kepler-347 b,12.79836,1298.88
Kepler-347 c,27.320871,1298.88
Kepler-347 d,85.517344,1298.88
Kepler-348 b,7.05677,570.783
Kepler-348 c,17.265427,570.783
Kepler-349 b,5.929778,940.724
Kepler-349 c,12.247629,940.724
Kepler-35 b,131.458,1819.17
Kepler-350 b,11.189562,956.859
Kepler-350 c,17.849,956.859
Kepler-350 d,26.136,956.859
Kepler-351 b,37.054919,1083.91
Kepler-351 c,57.24809,1083.91
Kepler-351 d,142.544247,1083.91
Kepler-352 b,10.05537,252.733
Kepler-352 c,16.332995,252.733
Kepler-352 d,6.88727999,252.733
Kepler-353 b,5.795278,384.694
Kepler-353 c,8.410894,384.694
Kepler-354 b,5.47666,554.064
Kepler-354 c,16.934402,554.064
Kepler-354 d,24.209842,554.064
Kepler-355 b,11.03189,1432.17
Kepler-355 c,25.762294,1432.17
Kepler-356 b,4.612696,707.559
Kepler-356 c,13.121632,707.559
Kepler-357 b,6.475434,688.573
Kepler-357 c,16.85837,688.573
