planet_name,planet_orbit,distance
Kepler-126 c,21.869741,237.401
Kepler-126 d,100.283134,237.401
Kepler-1260 b,19.1187753,1734.43
Kepler-1261 b,48.4308991,744.294
Kepler-1262 b,8.67900242,1054.87
Kepler-1263 b,4.55139967,664.83
Kepler-1264 b,0.96852602,801.993
Kepler-1265 b,6.49441289,583.641
Kepler-1266 b,28.474748,849.312
Kepler-1266 c,4.86631012,849.312
Kepler-1267 b,13.0313945,1379.43
Kepler-1268 b,40.9903986,1840.77
Kepler-1269 b,37.3331536,1097.23
Kepler-127 b,14.435889,352.794
Kepler-127 c,29.393195,352.794
Kepler-127 d,48.630408,352.794
Kepler-1270 b,6.03356196,1095.05
Kepler-1271 b,3.0255955,831.991
Kepler-1272 b,51.1309704,1206.37
Kepler-1273 b,28.625653,1114.24
Kepler-1274 b,6.98152703,614.648
Kepler-1275 b,3.65691115,1153.98
Kepler-1276 b,12.5720095,538.481
Kepler-1277 b,40.8365012,557.193
Kepler-1278 b,3.23941344,889.426
Kepler-1279 b,23.4774101,1494.22
Kepler-128 b,15,396.379
Kepler-128 c,22.8,396.379
Kepler-1280 b,66.5579057,1486.7
Kepler-1281 b,3.11602791,1090
Kepler-1282 b,2.13194651,1103.29
Kepler-1283 b,12.9460978,2921.99
Kepler-1284 b,0.66407381,882.324
Kepler-1285 b,14.7967458,422.269
Kepler-1286 b,11.25402929,1354.46
Kepler-1287 b,11.47685909,1003.26
Kepler-1288 b,2.76122421,814.078
Kepler-1289 b,7.99019627,1053.57
Kepler-129 b,15.79,408.845
Kepler-129 c,82.2,408.845
Kepler-129 d,2646,408.845
Kepler-1290 b,4.69500134,1593.7
Kepler-1291 b,8.63043276,897.352
Kepler-1292 b,3.27646405,1493.43
Kepler-1293 b,5.57654784,1028.16
Kepler-1294 b,115.6862258,1855.7
Kepler-1295 b,3.81371974,1174.46
Kepler-1296 b,8.3839865,1551.54
Kepler-1297 b,1.68189002,1439.47
Kepler-1298 b,7.12811928,544.163
Kepler-1299 b,19.9400874,1404.94
Kepler-130 b,8.457458,316.663
Kepler-130 c,27.50868,316.663
Kepler-130 d,87.517905,316.663
Kepler-1300 b,22.2419092,777.025
Kepler-1301 b,9.08237046,854.28
Kepler-1302 b,8.83922659,634.58
Kepler-1303 b,7.56127224,897.783
Kepler-1304 b,16.1288853,2176.08
Kepler-1305 b,13.5630972,1575.23
Kepler-1306 b,16.29595382,1107.5
Kepler-1307 b,18.01621096,1014.62
Kepler-1308 b,2.10433812,112.705
Kepler-1309 b,28.8432647,845
Kepler-131 b,16.092,228.678
Kepler-131 c,25.5169,228.678
Kepler-1310 b,0.67933627,569.185
Kepler-1311 b,11.1726994,866.331
Kepler-1311 c,2.53573424,866.331
Kepler-1311 d,197.5110016,866.331
Kepler-1312 b,5.44832529,299.104
Kepler-1312 c,1.11611998,299.104
Kepler-1313 b,3.83309118,174.234
Kepler-1314 b,5.42474928,141.9868506
Kepler-1315 b,0.84338011,480.869
Kepler-1315 c,6.56606007,480.869
Kepler-1316 b,87.9732136,800.871
Kepler-1317 b,0.56887443,728.303
Kepler-1318 b,213.257663,475.248
Kepler-1319 b,2.88676265,103.917
Kepler-132 b,6.178196,349.549
Kepler-132 c,6.414914,349.549
Kepler-132 d,18.010199,349.549
Kepler-132 e,110.2869374,349.549
Kepler-1320 b,0.86838653,647.424
Kepler-1321 b,11.12830484,769.146
Kepler-1321 c,2.22649109,769.146
Kepler-1321 d,5.72092009,769.146
Kepler-1322 b,0.96286738,1350.32
Kepler-1322 c,6.45998001,1350.32
Kepler-1323 b,0.92990668,465.417
Kepler-1324 b,4.11584468,481.667
Kepler-1325 b,33.8786838,973.368
Kepler-1326 b,42.3514267,698.326
Kepler-1327 b,14.88801098,678.069
Kepler-1328 b,4.52158888,813.543
Kepler-1329 b,9.33646594,588.037
Kepler-133 b,8.129976,653.6
Kepler-133 c,31.517586,653.6
Kepler-1330 b,10.10769068,1720.48
Kepler-1331 b,0.78916165,319.197
Kepler-1332 b,11.87456832,528.685
Kepler-1333 b,109.6471842,932.446
Kepler-1334 b,15.64591713,1223.04
Kepler-1335 b,6.26406846,621.853
Kepler-1336 b,23.198681,1126.64
Kepler-1336 c,5.77721211,1126.64
Kepler-1337 b,24.4002549,601.629
Kepler-1338 b,0.93511806,753.26
Kepler-1339 b,1.34155513,371.049
Kepler-134 b,5.317429,334.797
Kepler-134 c,10.105785,334.797
Kepler-1340 b,0.66502692,981.779
Kepler-1341 b,132.9968322,476.957
Kepler-1342 b,2.21571036,890.724
Kepler-1343 b,3.35183158,1756.71
Kepler-1344 b,4.7683049,853.959
Kepler-1345 b,44.6169557,1355.02
Kepler-1346 b,3.40165668,843.701
Kepler-1347 b,14.00947528,321
Kepler-1348 b,27.5722742,1213.82
Kepler-1349 b,2.12823928,276.323
Kepler-135 b,6.00253,621.855
Kepler-135 c,11.448708,621.855
Kepler-1350 b,4.4968604,340.691
Kepler-1350 c,1.76678906,340.691
Kepler-1351 b,0.91614077,202.782
Kepler-1352 b,1.87788275,670.829
Kepler-1353 b,24.7543966,593.384
Kepler-1354 b,76.613377,1119.45
Kepler-1355 b,1.28958811,911.269
Kepler-1356 b,0.63400294,845.228
Kepler-1357 b,3.0091324,1015.69
Kepler-1358 b,7.06317341,546.998
Kepler-1359 b,59.4970952,614.859
Kepler-136 b,11.5789,420.818
Kepler-136 c,16.399235,420.818
Kepler-1360 b,40.5286413,1516.27
Kepler-1361 b,3.57554956,389.143
Kepler-1362 b,136.205626,731.298
Kepler-1363 b,2.94194094,541.714
Kepler-1364 b,13.32196237,1056.9
Kepler-1365 b,7.69993485,840.128
Kepler-1365 c,4.77468005,840.128
Kepler-1366 b,2.16457097,465.826
Kepler-1367 b,1.57409027,401.484
Kepler-1368 b,0.67564949,1635.82
Kepler-1369 b,25.873148,1236.56
Kepler-137 b,8.436387,302.979
Kepler-137 c,18.735753,302.979
Kepler-1370 b,20.2641684,1004.1
Kepler-1370 c,7.44142113,1004.1
Kepler-1371 b,3.4462039,515.334
Kepler-1371 c,2.00541269,515.334
Kepler-1372 b,1.31155557,1303.22
Kepler-1373 b,1.29123275,1699.46
Kepler-1374 b,10.65276707,1078.46
Kepler-1375 b,3.3004192,1430.84
Kepler-1376 b,5.30880656,868.056
Kepler-1377 b,0.74092842,1146.1
Kepler-1378 b,11.95398936,506.434
Kepler-1379 b,0.88184115,971.325
Kepler-138 b,10.3134,66.8624
Kepler-138 c,13.7815,66.8624
Kepler-138 d,23.0923,66.8624
Kepler-138 e,38.23,66.8624
Kepler-1380 b,10.3108245,2462.94
Kepler-1381 b,25.3842686,1197.04
Kepler-1382 b,16.3583055,738.261
Kepler-1383 b,13.9093583,1027.21
Kepler-1384 b,15.36262753,618
Kepler-1385 b,2.88879862,688.795
Kepler-1386 b,6.73972381,835.882
Kepler-1387 b,2.27952666,455.358
Kepler-1388 b,12.2854603,453.795
Kepler-1388 c,5.53608151,453.795
Kepler-1388 d,20.9568158,453.795
Kepler-1388 e,37.6327084,453.795
Kepler-1389 b,99.2530951,497.093
Kepler-139 b,15.771044,391.038
Kepler-139 c,157.072878,391.038
Kepler-139 d,7.30569992,391.038
Kepler-139 e,2047.635373,391.038
Kepler-1390 b,6.48021673,723.431
Kepler-1391 b,54.4092333,1038.35
Kepler-1392 b,15.1410397,1117
Kepler-1393 b,2.44357812,544.456
Kepler-1394 b,3.93766373,640.409
Kepler-1395 b,3.78470649,492.894
Kepler-1396 b,18.2206421,1066.46
Kepler-1397 b,47.449955,1198.25
Kepler-1398 b,2.78815679,852.204
Kepler-1398 c,4.13827595,852.204
Kepler-1399 b,1.63865306,1385.7
Kepler-14 b,6.790123,798
Kepler-140 b,3.25427,583.859
Kepler-140 c,91.353282,583.859
Kepler-1400 b,9.06689421,752.237
Kepler-1401 b,11.20066445,1425.43
Kepler-1402 b,2.03387914,1493.64
Kepler-1403 b,5.19492202,2163.9
Kepler-1404 b,15.9314739,962.183
Kepler-1405 b,28.2274184,1530.3
Kepler-1406 b,11.62905828,572.403
Kepler-1407 b,20.0711504,1396.41
Kepler-1408 b,2.99793191,535.048
Kepler-1409 b,0.76486493,694.89
Kepler-141 b,3.107675,301.183
Kepler-141 c,7.010606,301.183
Kepler-1410 b,60.866168,367
Kepler-1411 b,86.1150888,1660.48
Kepler-1412 b,3.6146051,755.678
Kepler-1413 b,13.1829642,1167.49
Kepler-1414 b,3.51576315,570.835
Kepler-1415 b,0.63642408,1043.56
Kepler-1416 b,1.49514952,949.59
Kepler-1417 b,20.3505213,991.845
Kepler-1418 b,22.4764425,499
Kepler-1419 b,42.5215895,1498.58
Kepler-142 b,2.024152,548.686
Kepler-142 c,4.761702,548.686
Kepler-142 d,41.809118,548.686
Kepler-1420 b,6.69960006,1054.37
Kepler-1421 b,6.9131112,783.401
Kepler-1422 b,18.6051942,2465.84
Kepler-1423 b,23.955378,449
Kepler-1424 b,29.6091744,661.421
Kepler-1425 b,14.4541302,863.873
Kepler-1426 b,14.2563227,1697.81
Kepler-1427 b,0.96897238,1220
Kepler-1428 b,10.67607169,1530.32
Kepler-1429 b,4.48487493,1214.09
Kepler-143 b,16.007583,809.467
Kepler-143 c,27.082511,809.467
Kepler-1430 b,2.46050993,875.523
Kepler-1431 b,5.86601526,1623.24
Kepler-1432 b,23.9109011,2171.87
Kepler-1433 b,4.13592271,1328
Kepler-1434 b,8.05333618,775.529
Kepler-1435 b,4.45343281,704.211
Kepler-1436 b,9.705716,2530.62
Kepler-1437 b,10.9295461,2101.69
Kepler-1438 b,2.31942009,1154.13
Kepler-1439 b,8.07392849,225.393
Kepler-144 b,5.885273,384.917
Kepler-144 c,10.104665,384.917
Kepler-1440 b,39.859484,1115.35
Kepler-1441 b,39.4419839,1110.48
Kepler-1442 b,81.4162941,608.68
Kepler-1443 b,2.41811321,593.646
Kepler-1444 b,33.42035034,319.675
Kepler-1445 b,10.60052251,506.357
Kepler-1446 b,0.68996783,152.075
Kepler-1447 b,56.6747285,890.296
Kepler-1448 b,12.27065865,768.903
Kepler-1449 b,13.2274528,2006.48
Kepler-145 b,22.951,566.85
Kepler-145 c,42.882,566.85
Kepler-1450 b,54.5094166,505.829
Kepler-1451 b,35.622233,1058.72
Kepler-1452 b,42.913751,996.32
Kepler-1453 b,47.1611696,1196.04
Kepler-1454 b,47.0319479,780.566
Kepler-1455 b,49.276764,357.621
Kepler-1456 b,18.1373829,370.312
Kepler-1457 b,51.1110243,889.885
Kepler-1458 b,47.9872764,544.45
Kepler-1459 b,62.8691611,455.479
Kepler-146 b,31.158799,716.797
Kepler-146 c,76.732171,716.797
Kepler-1460 b,29.9633247,553.218
Kepler-1461 b,29.3494775,679.106
Kepler-1462 b,65.6488341,1017.82
Kepler-1463 b,25.15864,1687.47
Kepler-1464 b,31.7785901,1151.73
Kepler-1464 c,5.32786292,1151.73
Kepler-1465 b,31.8277111,359.497
Kepler-1466 b,31.1750448,631.949
Kepler-1467 b,47.0569043,852.888
Kepler-1468 b,8.23984869,1899.24
Kepler-1468 c,3.54553021,1899.24
Kepler-1468 d,19.59059906,1899.24
Kepler-1469 b,21.8635301,1159.3
Kepler-147 b,12.610584,1042.02
Kepler-147 c,33.416423,1042.02
Kepler-1470 b,16.2950903,590.601
Kepler-1471 b,3.63899398,978.678
Kepler-1471 c,11.6044881,978.678
Kepler-1472 b,38.1312831,1479.14
Kepler-1473 b,14.4273551,652.253
Kepler-1474 b,36.4333452,1180.9
Kepler-1475 b,82.177374,1568.38
Kepler-1476 b,10.35863224,1002.74
Kepler-1477 b,11.55530021,680.828
Kepler-1478 b,26.0840594,1845.58
Kepler-1479 b,14.53261362,728.668
Kepler-148 b,1.729366,791.163
Kepler-148 c,4.180043,791.163
Kepler-148 d,51.84688575,791.163
Kepler-1480 b,22.12679948,500.892
Kepler-1481 b,5.94220998,459.076
Kepler-1482 b,12.25383217,567.556
Kepler-1483 b,9.5085156,1273.78
Kepler-1484 b,30.4549136,2879.83
Kepler-1485 b,19.9157725,615.66
Kepler-1486 b,54.6495759,1769.14
Kepler-1487 b,7.31946363,1014.62
Kepler-1487 c,35.8007112,1014.62
Kepler-1488 b,39.8189932,905.825
Kepler-1488 c,6.15826988,905.825
Kepler-1489 b,82.294751,1283.05
Kepler-1489 c,0.680741,1283.05
Kepler-149 b,29.198943,571.034
Kepler-149 c,55.328328,571.034
Kepler-149 d,160.018032,571.034
Kepler-1490 b,92.4362973,862.92
Kepler-1491 b,16.5861762,2065.59
Kepler-1491 c,61.569765,2065.59
Kepler-1492 b,16.75255007,331.553
Kepler-1493 b,15.0217983,555.051
Kepler-1494 b,91.080482,1285.48
Kepler-1495 b,85.273256,1355.54
Kepler-1496 b,64.6588017,1307.66
Kepler-1497 b,8.74199772,1122
Kepler-1498 b,48.051405,740
Kepler-1499 b,44.2008,309.869
Kepler-15 b,4.942782,739.412
Kepler-150 b,3.428054,891.092
Kepler-150 c,7.381998,891.092
Kepler-150 d,12.56093,891.092
Kepler-150 e,30.826557,891.092
Kepler-150 f,637.2093,891.092
Kepler-1500 b,15.0330105,1217.82
Kepler-1501 b,14.5564533,749.06
Kepler-1502 b,41.7083629,1514.02
Kepler-1503 b,96.16987,1225.57
Kepler-1504 b,82.304003,2435.94
Kepler-1505 b,30.8609366,495.148
Kepler-1506 b,14.0329154,2366.02
Kepler-1507 b,16.0506213,320.478
Kepler-1508 b,20.7056504,1260.28
Kepler-1509 b,25.4338197,2002.96
Kepler-151 b,15.228958,649.919
Kepler-151 c,24.674612,649.919
Kepler-1510 b,84.703921,1696.25
Kepler-1511 b,23.2382792,1475.6
Kepler-1512 b,20.35972599,162
Kepler-1513 b,160.8842,349.247
Kepler-1513 c,841.4,349.247
Kepler-1514 b,217.83184,397.292
Kepler-1514 c,10.514181,397.292
Kepler-1515 b,214.3114164,539.321
Kepler-1516 b,7.25931979,1358.95
Kepler-1517 b,5.54608367,847.299
Kepler-1518 b,5.11177904,903.51
Kepler-1518 c,9.6310258,903.51
Kepler-1519 b,240.7989397,1441.63
Kepler-152 b,18.207973,441.09
Kepler-152 c,88.255055,441.09
Kepler-1520 b,0.65355357,607.917
Kepler-1521 b,47.14840805,206.983
Kepler-1522 b,1.84788917,814.125
Kepler-1523 b,0.93875077,865.596
Kepler-1524 b,70.9674603,381.773
Kepler-1525 b,2.41660118,382.989
Kepler-1526 b,3.908632,555.574
Kepler-1527 b,160.129918,1842.13
Kepler-1528 b,1.79111021,817.534
Kepler-1529 b,5.33905686,661.014
Kepler-153 b,18.870227,459.368
Kepler-153 c,46.90232,459.368
Kepler-1530 b,2.5904434,489.876
Kepler-1530 c,5.3227406,489.876
Kepler-1530 d,9.20761013,489.876
Kepler-1531 b,1.13854338,666.334
Kepler-1532 b,1.09366356,798.246
Kepler-1533 b,308.5471,966.801
Kepler-1534 b,5.71668872,1107
Kepler-1535 b,138.9442,897.733
Kepler-1536 b,364.758031,387.248
Kepler-1537 b,1.4444538,517.292
Kepler-1538 b,175.138819,1125.3
Kepler-1539 b,133.3036741,748.326
Kepler-154 b,33.040532,915.212
Kepler-154 c,62.303276,915.212
Kepler-154 d,20.54981883,915.212
Kepler-154 e,3.93276465,915.212
Kepler-154 f,9.91935684,915.212
Kepler-1540 b,125.4131177,244.96
Kepler-1541 b,8.40691199,416.692
Kepler-1542 b,3.95116882,399.114
Kepler-1542 c,2.89223021,399.114
Kepler-1542 d,5.99273738,399.114
Kepler-1542 e,5.10115756,399.114
Kepler-1543 b,6.96710269,921.784
Kepler-1544 b,168.811174,335.09
Kepler-1545 b,163.692349,729.964
Kepler-1546 b,19.5974971,931.956
Kepler-1547 b,0.69297968,674.695
Kepler-1548 b,124.828679,872.279
Kepler-1549 b,214.886545,803.052
Kepler-155 b,5.931194,293.499
Kepler-155 c,52.661793,293.499
Kepler-1550 b,225.582809,1179.01
Kepler-1551 b,24.4973698,1463.72
Kepler-1552 b,184.771853,769.096
Kepler-1553 b,4.24261881,692.594
Kepler-1554 b,198.088774,946.847
Kepler-1555 b,8.10501635,2013.27
Kepler-1556 b,8.82713457,944.54
Kepler-1557 b,3.74032496,1380.16
Kepler-1558 b,3.50470358,325.737
Kepler-1559 b,0.97191543,614.827
Kepler-156 b,4.973456,443.483
Kepler-156 c,15.906801,443.483
Kepler-1560 b,3.03195744,502.497
Kepler-1561 b,1.00520701,839.076
Kepler-1562 b,64.2737752,2060.72
Kepler-1563 b,3.43276598,616.697
Kepler-1564 b,18.0540381,908.805
Kepler-1565 b,1.53818844,629.93
Kepler-1566 b,0.53991524,466.586
Kepler-1567 b,153.979578,1206.11
Kepler-1568 b,20.925392,916.313
Kepler-1569 b,5.79180156,945.454
Kepler-157 b,1.732342,773.713
Kepler-157 c,13.5405,773.713
Kepler-157 d,7.02573474,773.713
Kepler-1570 b,26.548955,918.995
Kepler-1571 b,3.38555488,675.303
Kepler-1572 b,5.49548621,946.602
Kepler-1573 b,2.6157554,1455.36
Kepler-1574 b,6.9424334,1384.16
Kepler-1575 b,2.55314213,1246.92
Kepler-1576 b,6.98471973,460.91
Kepler-1577 b,6.30560247,510.029
Kepler-1578 b,1.45088691,1064.05
Kepler-1579 b,0.84990789,466
Kepler-158 b,16.709184,315.177
Kepler-158 c,28.551383,315.177
Kepler-158 d,0.645088,315.177
Kepler-1580 b,56.6449279,1002.02
Kepler-1581 b,6.28385491,493.175
Kepler-1582 b,4.83817712,78.8906
Kepler-1583 b,9.32807355,403.933
Kepler-1584 b,13.3997099,1416.31
Kepler-1585 b,3.5827463,944.465
Kepler-1586 b,15.6049212,552.55
Kepler-1587 b,9.4060467,1026.48
Kepler-1588 b,7.84931739,924.141
Kepler-1589 b,0.99166527,1513.14
Kepler-159 b,10.139623,373.744
Kepler-159 c,43.595792,373.744
Kepler-1590 b,7.61760804,771.152
Kepler-1591 b,8.18504949,1419.58
Kepler-1592 b,3.05710069,1639.47
Kepler-1593 b,174.509835,638.249
Kepler-1594 b,2.71603809,976.868
Kepler-1595 b,4.56380468,845.022
Kepler-1596 b,66.373379,2146.23
Kepler-1597 b,2.94654179,1221.05
Kepler-1598 b,4.34195123,619.862
Kepler-1599 b,122.363553,1328.2
Kepler-16 b,228.776,75.0852
Kepler-160 b,4.309397,937.013
Kepler-160 c,13.699429,937.013
Kepler-160 d,30,937.013
Kepler-1600 b,386.370548,1030.81
Kepler-1600 c,7.29804993,1030.81
Kepler-1601 b,2.20921951,644.456
Kepler-1602 b,11.17931605,629.804
Kepler-1603 b,2.27163926,2712.58
Kepler-1604 b,0.68368426,541.189
Kepler-1605 b,85.7565495,546.23
Kepler-1606 b,196.435224,831.287
Kepler-1607 b,13.6473676,1286.1
Kepler-1608 b,16.4735686,832
Kepler-1609 b,114.34219,1826.04
Kepler-161 b,4.921355,434.632
Kepler-161 c,7.06424,434.632
Kepler-1610 b,8.70181574,864.331
Kepler-1610 c,44.9851885,864.331
Kepler-1611 b,5.1762429,908.444
Kepler-1612 b,3.91795101,764.726
Kepler-1613 b,1.5184299,1508.33
Kepler-1614 b,3.9466141,1191.19
Kepler-1615 b,47.3126192,1393.83
Kepler-1616 b,6.76284377,1137.81
Kepler-1617 b,27.4785572,898.31
Kepler-1618 b,6.10826019,1229.25
Kepler-1619 b,23.6225913,734.85
Kepler-162 b,6.919798,855.641
Kepler-162 c,19.446355,855.641
Kepler-1620 b,101.951829,895.069
Kepler-1621 b,92.263714,1631.66
Kepler-1622 b,10.8118737,796.477
Kepler-1623 b,4.36128348,837.481
Kepler-1624 b,3.29030452,258.979
Kepler-1625 b,287.378949,2310.11
Kepler-1626 b,4.13962966,1368.83
Kepler-1627 b,7.20283653,317.437
Kepler-1628 b,76.378033,352
Kepler-1629 b,3.87595807,336.09
Kepler-163 b,7.810937,689.814
Kepler-163 c,21.347262,689.814
Kepler-1630 b,509.997402,331.213
Kepler-1631 b,4.09513932,1305.99
Kepler-1632 b,448.303558,716.76
Kepler-1633 b,186.404271,1114.91
Kepler-1634 b,374.876239,617.339
Kepler-1635 b,469.63111,1069.45
Kepler-1636 b,425.47785,1947.54
Kepler-1637 b,6.10960324,567.187
Kepler-1638 b,259.33683,1525.52
Kepler-1639 b,9.878482,1031.31
Kepler-164 b,5.03503,890.758
Kepler-164 c,10.945723,890.758
Kepler-164 d,28.986769,890.758
Kepler-164 e,94.886902,890.758
Kepler-1640 b,7.5844126,1859.78
Kepler-1641 b,19.672266,860.37
Kepler-1641 c,32.657212,860.37
Kepler-1642 b,12.2057513,413.873
Kepler-1642 c,6.6513802,413.873
Kepler-1643 b,5.342657,341.774
Kepler-1644 b,21.0907758,629.27
Kepler-1645 b,16.1779561,1202.47
Kepler-1646 b,4.48558383,127.591
Kepler-1647 b,1107.5923,1212.45
Kepler-1649 b,8.689099,92.1913
Kepler-1649 c,19.53527,92.1913
Kepler-165 b,8.180848,560.885
Kepler-165 c,15.31299,560.885
Kepler-1650 b,1.53818001,134.397
Kepler-1651 b,9.87863917,66.4074
Kepler-1652 b,38.09722,252
Kepler-1653 b,140.2524,755
Kepler-1654 b,1047.8356,568.117
Kepler-1655 b,11.8728787,213.26
Kepler-1656 b,31.562,185.875
Kepler-1656 c,1919,185.875
Kepler-1658 b,3.84937278,788.238
Kepler-166 b,7.650254,603.53
Kepler-166 c,34.260281,603.53
Kepler-166 d,1.55400393,603.53
Kepler-1660 AB b,239.5044,1188.54
Kepler-1661 b,175.06,410.607
Kepler-1663 b,17.6046,337.926
Kepler-1664 b,14.3868,626.691
Kepler-1665 b,11.9548,335.515
Kepler-1666 b,25.8476,1379.37
Kepler-1666 c,40.7157,1379.37
Kepler-1667 b,83.5781,626.819
Kepler-1668 b,15.434,1335.64
Kepler-1669 b,9.51216,543.444
Kepler-1669 c,1.60932005,543.444
Kepler-1669 d,4.72941177,543.444
Kepler-167 b,4.3931539,341.908
Kepler-167 c,7.406106,341.908
Kepler-167 d,21.80379,341.908
Kepler-167 e,1071.23205,341.908
Kepler-1670 b,20.4998,2065.98
Kepler-1671 b,4.16787,357.059
Kepler-1672 b,150.878,391.181
Kepler-1673 b,33.7888,727.187
Kepler-1674 b,62.5611,1012.48
Kepler-1675 b,63.0382,651.117
Kepler-1676 b,29.9221,
Kepler-1677 b,22.064,735.369
Kepler-1678 b,147.974,847.339
Kepler-1679 b,9.75376,909.28
Kepler-168 b,4.425391,1343.6
Kepler-168 c,13.193242,1343.6
Kepler-1680 b,8.77424,310.315
Kepler-1681 b,69.8956,758.3
Kepler-1682 b,14.8334,1159.85
Kepler-1683 b,15.0337,733.143
Kepler-1684 b,47.7055,621.996
Kepler-1685 b,20.4905,1141.89
Kepler-1686 b,9.30987,729.823
Kepler-1687 b,5.77954,417.014
Kepler-1688 b,5.62012,567.4468709
Kepler-1689 b,8.483,294.122
Kepler-169 b,3.250619,406.529
Kepler-169 c,6.195469,406.529
Kepler-169 d,8.348125,406.529
Kepler-169 e,13.767102,406.529
Kepler-169 f,87.090195,406.529
Kepler-1690 b,234.636,703.789
Kepler-1691 b,3.8482,1267.67
Kepler-1692 b,5.95966,591.019
Kepler-1693 b,12.0999,760.065
Kepler-1693 c,5.36370993,760.065
Kepler-1694 b,3.89526,513.329
Kepler-1695 b,4.7329,791.175
Kepler-1696 b,65.9409,1506.36
Kepler-1697 b,33.4969,247.771
Kepler-1698 b,1.2107,222.345
Kepler-1699 b,3.49082,818.759
Kepler-17 b,1.4857108,720.753
Kepler-170 b,7.930592,738.657
Kepler-170 c,16.665863,738.657
Kepler-1700 b,234.239,717.597
Kepler-1701 b,169.134,584.142
Kepler-1702 b,18.5012,857.14
Kepler-1704 b,988.88112,835.455
Kepler-1705 b,9.03502,1633.49
Kepler-1705 c,11.28,1633.49
Kepler-1708 b,737.1131,1666.69
Kepler-1709 b,65.70459747,273.946
Kepler-171 b,4.166972,863.855
Kepler-171 c,11.463462,863.855
Kepler-171 d,39.595519,863.855
Kepler-1710 b,14.91110039,305.193
Kepler-1711 b,21.06080055,590.268
Kepler-1712 b,13.81499958,156.264
Kepler-1713 b,18.01160049,295.293
Kepler-1714 b,10.27530003,409.46
Kepler-1715 b,35.59730148,522.605
Kepler-1716 b,35.58100128,195.439
Kepler-1717 b,30.65279961,1008.79
Kepler-1718 b,135.1880035,375.522
Kepler-1719 b,6.14955998,905.406
Kepler-172 b,2.940309,828.592
Kepler-172 c,6.388996,828.592
Kepler-172 d,14.627119,828.592
Kepler-172 e,35.118736,828.592
Kepler-1720 b,12.70639992,629.445
Kepler-1721 b,4.59238005,641.374
Kepler-1722 b,9.17856979,772.283
Kepler-1723 b,39.75289917,811.278
Kepler-1724 b,6.45442009,1060.77
Kepler-1725 b,16.71990013,558.652
Kepler-1726 b,18.39629936,390.552
Kepler-1727 b,9.02929974,894.187
Kepler-1728 b,4.78299999,651.783
Kepler-1729 b,4.22097015,576.181
Kepler-173 b,4.263742,833.165
Kepler-173 c,8.005777,833.165
Kepler-1730 b,13.81019974,1427.08
Kepler-1731 b,21.76129913,169.948
Kepler-1732 b,32.31240082,1289.41
Kepler-1733 b,9.22957993,2080.51
Kepler-1734 b,6.7968502,1482.83
Kepler-1735 b,7.71792984,245.303
Kepler-1736 b,37.81029892,1430
Kepler-1737 b,64.61750031,
Kepler-1738 b,7.67463016,1302.87
Kepler-1739 b,7.34370995,783.666
Kepler-174 b,13.98179,384.757
Kepler-174 c,44.000529,384.757
Kepler-174 d,247.35373,384.757
Kepler-1740 b,8.17240047,1061.77
Kepler-1741 b,2.75759006,270.739
Kepler-1742 b,49.47819901,669.573
Kepler-1743 b,7.64971018,538.807
Kepler-1744 b,37.10110092,1091.63
Kepler-1745 b,3.01619005,996.105
Kepler-1746 b,321.2120056,979.541
Kepler-1747 b,6.23031998,1321.38
Kepler-1748 b,5.82352018,1083.28
Kepler-1749 b,14.53409958,268.2
Kepler-175 b,11.903515,1312.34
Kepler-175 c,34.035257,1312.34
Kepler-1750 b,205.9120026,1497.33
Kepler-1751 b,7.01731014,1291.47
Kepler-1752 b,56.35850143,962.888
Kepler-1753 b,16.00460052,707.688
Kepler-1754 b,8.19594955,718.945
Kepler-1755 b,24.81209946,982.383
Kepler-1756 b,2.35575008,
Kepler-1757 b,19.65640068,807.308
Kepler-1758 b,9.97721005,1588.41
Kepler-1759 b,3.7202301,385.348
Kepler-176 b,5.433074,527.321
Kepler-176 c,12.759712,527.321
Kepler-176 d,25.751974,527.321
Kepler-176 e,51.16579,527.321
Kepler-1760 b,38.3260994,
Kepler-1761 b,4.04354,221.186
Kepler-1762 b,29.53910065,1663.74
Kepler-1763 b,1.48028004,756.486
Kepler-1764 b,70.46829987,1542.48
Kepler-1765 b,10.41889954,764.456
Kepler-1766 b,105.0149994,501.229
Kepler-1767 b,59.65829849,820.506
Kepler-1768 b,15.13589954,632.766
Kepler-1769 b,89.1934967,438.412
Kepler-177 b,36.8601,1435.44
Kepler-177 c,49.40926,1435.44
Kepler-1770 b,16.84189987,582.942
Kepler-1771 b,88.64399719,565.752
Kepler-1772 b,3.21509004,871.564
Kepler-1773 b,40.80970001,681.255
Kepler-1774 b,59.77080154,816.592
Kepler-1775 b,85.65399933,657.023
Kepler-1776 b,35.01190186,690.336
Kepler-1777 b,12.18420029,619.146
Kepler-1778 b,10.08740044,1276.29
Kepler-1779 b,16.34359932,908.501
Kepler-178 b,9.576694,716.025
Kepler-178 c,20.552802,716.025
Kepler-178 d,96.678988,716.025
Kepler-1780 b,109.4449997,790.516
Kepler-1781 b,4.88752985,962.63
Kepler-1782 b,5.75622988,305.792
Kepler-1783 b,8.27744007,264.078
Kepler-1784 b,13.59049988,883.045
Kepler-1785 b,19.58550072,745.74
Kepler-1786 b,78.5460968,863.909
Kepler-1787 b,39.31370163,778.602
Kepler-1788 b,2.80012012,560.445
